gwas,specificity_id,annotation,beta,beta_se,pvalue
SCZ_PGC3_2020,tabula_muris,Pancreas.pancreatic_PP_cell,0.20742589892918847,0.07722431667966602,0.003619835473852292
SCZ_PGC3_2020,tabula_muris,Marrow.granulocytopoietic_cell,0.208247594048192,0.08027852655711609,0.0047475162191713575
SCZ_PGC3_2020,tabula_muris,Marrow.pre-natural_killer_cell,0.23181432435597354,0.09732986436464744,0.008622366662117811
SCZ_PGC3_2020,tabula_muris,Marrow.precursor_B_cell,0.17769350123532332,0.08775817504053418,0.021453230805521653
SCZ_PGC3_2020,tabula_muris,Marrow.monocyte,0.1633484192827016,0.08734604539862642,0.030743611526426136
SCZ_PGC3_2020,tabula_muris,Brain_Non-Myeloid.astrocyte,0.12186050291713045,0.06732549414896684,0.035157322715853236
SCZ_PGC3_2020,tabula_muris,Marrow.hematopoietic_precursor_cell,0.1305837543557244,0.07434899945551644,0.039524525488763534
SCZ_PGC3_2020,tabula_muris,Brain_Non-Myeloid.Bergmann_glial_cell,0.1238461444916584,0.08398227455800915,0.07016217072008933
SCZ_PGC3_2020,tabula_muris,Marrow.naive_B_cell,0.15912824244683718,0.10853286241463647,0.07131173755066264
SCZ_PGC3_2020,tabula_muris,Thymus.immature_T_cell,0.10556787401714963,0.08730029474641349,0.11329389750834196
SCZ_PGC3_2020,tabula_muris,Marrow.macrophage,0.08874883450170165,0.08799526014731378,0.15660087712339665
SCZ_PGC3_2020,tabula_muris,Limb_Muscle.B_cell,0.08378863678011518,0.1221537349309649,0.2463851606376657
SCZ_PGC3_2020,tabula_muris,Brain_Non-Myeloid.brain_pericyte,0.034408960103264316,0.08105580121721441,0.3356004741873587
SCZ_PGC3_2020,tabula_muris,Marrow.basophil,0.02173403713439308,0.11505862148588812,0.42508882843241147
SCZ_PGC3_2020,tabula_muris,Mammary_Gland.basal_cell,-0.00023462888854413125,0.06643356722882515,0.5014089484944992
SCZ_PGC3_2020,tabula_muris,Pancreas.pancreatic_ductal_cell,-0.0017248628915086939,0.07069512061520551,0.509732494320865
SCZ_PGC3_2020,tabula_muris,Heart.cardiac_muscle_cell,-0.010512037478949876,0.0800673195474346,0.5522260767984526
SCZ_PGC3_2020,tabula_muris,Skin.stem_cell_of_epidermis,-0.01500405203513032,0.08351373704176382,0.5712887954164194
SCZ_PGC3_2020,tabula_muris,Spleen.B_cell,-0.023864401253397543,0.1004794037216363,0.5938658532144501
SCZ_PGC3_2020,tabula_muris,Mammary_Gland.luminal_epithelial_cell_of_mammary_gland,-0.0187334180784935,0.07029510677557367,0.6050696590049167
SCZ_PGC3_2020,tabula_muris,Tongue.basal_cell_of_epidermis,-0.017449928357242253,0.06280118925136689,0.6094379184704385
SCZ_PGC3_2020,tabula_muris,Kidney.leukocyte,-0.06545225750090862,0.13853925694146962,0.6816918287866336
SCZ_PGC3_2020,tabula_muris,Large_Intestine.enteroendocrine_cell,-0.051687640315105726,0.08937991944183069,0.7184615348936908
SCZ_PGC3_2020,tabula_muris,Heart.smooth_muscle_cell,-0.06312946887423873,0.09574753436878508,0.7451533246514069
SCZ_PGC3_2020,tabula_muris,Kidney.kidney_collecting_duct_epithelial_cell,-0.07251293995837688,0.10047813325317348,0.7647478324385238
SCZ_PGC3_2020,tabula_muris,Bladder.bladder_cell,-0.05149413343912903,0.06851751953496661,0.7738317444898154
SCZ_PGC3_2020,tabula_muris,Fat.B_cell,-0.08821711123868092,0.108155780531113,0.7926423108114797
SCZ_PGC3_2020,tabula_muris,Large_Intestine.epithelial_cell_of_large_intestine,-0.05299774769590232,0.06310274542181486,0.7995004258962819
SCZ_PGC3_2020,tabula_muris,Lung.ciliated_columnar_cell_of_tracheobronchial_tree,-0.07523704880533379,0.08584081594460233,0.8096054682222945
SCZ_PGC3_2020,tabula_muris,Pancreas.pancreatic_acinar_cell,-0.08249792552116603,0.09286132384068148,0.8128291424700027
SCZ_PGC3_2020,tabula_muris,Limb_Muscle.T_cell,-0.1423754219658564,0.14825034512791005,0.8315573809910524
SCZ_PGC3_2020,tabula_muris,Limb_Muscle.skeletal_muscle_satellite_cell,-0.07799540117152141,0.07953532602380949,0.8366057822271631
SCZ_PGC3_2020,tabula_muris,Lung.B_cell,-0.12199757656885662,0.12367800173602005,0.8380259877935341
SCZ_PGC3_2020,tabula_muris,Skin.keratinocyte_stem_cell,-0.07149442787192092,0.06951636402064199,0.8481228800568694
SCZ_PGC3_2020,tabula_muris,Lung.lung_endothelial_cell,-0.09311006920310227,0.08389793089062149,0.8664479866182007
SCZ_PGC3_2020,tabula_muris,Large_Intestine.Brush_cell_of_epithelium_proper_of_large_intestine,-0.1103989822716977,0.09572468535163328,0.87559562833178
SCZ_PGC3_2020,tabula_muris,Bladder.bladder_urothelial_cell,-0.08638676007538555,0.06884745849631738,0.8952055770638929
SCZ_PGC3_2020,tabula_muris,Brain_Myeloid.microglial_cell,-0.10382124174355938,0.08114164482995627,0.8996297037772465
SCZ_PGC3_2020,tabula_muris,Mammary_Gland.endothelial_cell,-0.1425188382947839,0.10943848724906008,0.903577552095902
SCZ_PGC3_2020,tabula_muris,Heart.myofibroblast_cell,-0.11229707798210307,0.08273771517308462,0.912640405384706
SCZ_PGC3_2020,tabula_muris,Trachea.endothelial_cell,-0.11725460359671665,0.08537234598490519,0.9151823895760528
SCZ_PGC3_2020,tabula_muris,Spleen.macrophage,-0.1688705737087379,0.11967162511581055,0.9208834310025
SCZ_PGC3_2020,tabula_muris,Lung.myeloid_cell,-0.1862293594300483,0.12114531318626792,0.937871071662476
SCZ_PGC3_2020,tabula_muris,Kidney.macrophage,-0.20126362828289265,0.1257615593494759,0.945228930520121
SCZ_PGC3_2020,tabula_muris,Large_Intestine.large_intestine_goblet_cell,-0.10676927091232526,0.06598177580900028,0.9471747122469928
SCZ_PGC3_2020,tabula_muris,Lung.unknown_cell_type,-0.207225127016275,0.12733308653743713,0.9481650900700016
SCZ_PGC3_2020,tabula_muris,Limb_Muscle.lymphocyte,-0.20666239531317546,0.12345434037752084,0.9529231067674576
SCZ_PGC3_2020,tabula_muris,Limb_Muscle.skeletal_muscle_satellite_stem_cell,-0.15995599939447988,0.09540149277412027,0.9531841907287458
SCZ_PGC3_2020,tabula_muris,Marrow.granulocyte,-0.14044820503278524,0.08086077800893786,0.9587875288913076
SCZ_PGC3_2020,tabula_muris,Fat.unknown_cell_type,-0.16178865098777553,0.08796209995856881,0.96705357549093
SCZ_PGC3_2020,tabula_muris,Kidney.endothelial_cell,-0.17983663521480586,0.09695024675482672,0.9681866384523912
SCZ_PGC3_2020,tabula_muris,Liver.B_cell,-0.2546025054816625,0.13526434519181235,0.9700889287169095
SCZ_PGC3_2020,tabula_muris,Brain_Non-Myeloid.endothelial_cell,-0.15259697806641995,0.0807050229039704,0.970663829498414
SCZ_PGC3_2020,tabula_muris,Pancreas.endothelial_cell,-0.18917470539467604,0.09857904155433103,0.9724983953051648
SCZ_PGC3_2020,tabula_muris,Marrow.B_cell,-0.2593957924906368,0.12558169867302385,0.9805552814312604
SCZ_PGC3_2020,tabula_muris,Liver.endothelial_cell_of_hepatic_sinusoid,-0.1775946893980944,0.08481146073963115,0.9818605414164908
SCZ_PGC3_2020,tabula_muris,Lung.monocyte,-0.2249452677430669,0.10552236338225704,0.9834766015358121
SCZ_PGC3_2020,tabula_muris,Marrow.mature_natural_killer_cell,-0.2628248152961849,0.12009557947762407,0.9856736330618596
SCZ_PGC3_2020,tabula_muris,Lung.natural_killer_cell,-0.2829364789695913,0.12584435318359574,0.9877136773138112
SCZ_PGC3_2020,tabula_muris,Skin.basal_cell_of_epidermis,-0.1637644128827438,0.0719642890699789,0.9885583350233552
SCZ_PGC3_2020,tabula_muris,Brain_Myeloid.macrophage,-0.25102481875740196,0.10886319846088363,0.9894337049949691
SCZ_PGC3_2020,tabula_muris,Skin.epidermal_cell,-0.16330099147456945,0.07075221147801923,0.989494913254143
SCZ_PGC3_2020,tabula_muris,Lung.epithelial_cell_of_lung,-0.21034845590084614,0.09071609627838988,0.9897885056311664
SCZ_PGC3_2020,tabula_muris,Kidney.epithelial_cell_of_proximal_tubule,-0.2063757586453307,0.08825608216532407,0.99030890034386
SCZ_PGC3_2020,tabula_muris,Limb_Muscle.endothelial_cell,-0.21195117668630847,0.09038213995065084,0.9904807640973816
SCZ_PGC3_2020,tabula_muris,Fat.endothelial_cell,-0.20519804183243212,0.08620060440605246,0.99134791728807
SCZ_PGC3_2020,tabula_muris,Lung.classical_monocyte,-0.2951659272397357,0.11825131250451915,0.9937156112952222
SCZ_PGC3_2020,tabula_muris,Heart.unknown_cell_type,-0.2519388160742592,0.0989331848172808,0.99455495659002
SCZ_PGC3_2020,tabula_muris,Tongue.keratinocyte,-0.1783511092892092,0.0696683048117199,0.9947611098791541
SCZ_PGC3_2020,tabula_muris,Heart.endocardial_cell,-0.2264928274108445,0.0862329759611012,0.9956820643644504
SCZ_PGC3_2020,tabula_muris,Large_Intestine.enterocyte_of_epithelium_of_large_intestine,-0.18281188811492968,0.06765921320892754,0.996549045248744
SCZ_PGC3_2020,tabula_muris,Lung.leukocyte,-0.3139722404230152,0.11484422912928666,0.9968664798079788
SCZ_PGC3_2020,tabula_muris,Spleen.T_cell,-0.28338806017752355,0.1022198278551766,0.9972134789529664
SCZ_PGC3_2020,tabula_muris,Lung.T_cell,-0.35624754362429234,0.12794586257921586,0.9973146468276111
SCZ_PGC3_2020,tabula_muris,Marrow.immature_natural_killer_cell,-0.3778838816350998,0.13472900591684753,0.9974788162212334
SCZ_PGC3_2020,tabula_muris,Marrow.regulatory_T_cell,-0.3745924462980356,0.13306216287189526,0.9975589262105484
SCZ_PGC3_2020,tabula_muris,Pancreas.pancreatic_stellate_cell,-0.25123147743142843,0.08837314019028951,0.9977610677024444
SCZ_PGC3_2020,tabula_muris,Heart.fibroblast,-0.2041461172081201,0.07165955189433394,0.9978027249710959
SCZ_PGC3_2020,tabula_muris,Fat.mesenchymal_stem_cell_of_adipose,-0.1994078460917722,0.06783975929593991,0.998352976031066
SCZ_PGC3_2020,tabula_muris,Thymus.leukocyte,-0.3914502532600982,0.13123143379816035,0.998569820048842
SCZ_PGC3_2020,tabula_muris,Pancreas.leukocyte,-0.36171192004441455,0.11648765088186795,0.999047147951438
SCZ_PGC3_2020,tabula_muris,Thymus.DN1_thymic_pro-T_cell,-0.3743310756142906,0.12021285691967484,0.999074936376996
SCZ_PGC3_2020,tabula_muris,Heart.endothelial_cell,-0.2823301711863463,0.08934060936836889,0.999209851547414
SCZ_PGC3_2020,tabula_muris,Trachea.blood_cell,-0.288160234476889,0.09098080858336316,0.9992289024279232
SCZ_PGC3_2020,tabula_muris,Fat.natural_killer_cell,-0.4076061973318304,0.1261941343727345,0.9993795686528786
SCZ_PGC3_2020,tabula_muris,Lung.stromal_cell,-0.23931814232384704,0.07255539950631855,0.9995126022801764
SCZ_PGC3_2020,tabula_muris,Heart.leukocyte,-0.3118718611591921,0.09269095202838447,0.9996157291582142
SCZ_PGC3_2020,tabula_muris,Liver.natural_killer_cell,-0.3863489151515208,0.114308161224516,0.9996364090624612
SCZ_PGC3_2020,tabula_muris,Liver.hepatocyte,-0.2614975811225404,0.07547413651087168,0.9997338037387888
SCZ_PGC3_2020,tabula_muris,Fat.T_cell,-0.3518556706446814,0.09946966224998954,0.9997972216404126
SCZ_PGC3_2020,tabula_muris,Skin.leukocyte,-0.4608579162570373,0.1247651429039042,0.9998891064674004
SCZ_PGC3_2020,tabula_muris,Mammary_Gland.stromal_cell,-0.29101271535052714,0.07752796590579795,0.999912498922079
SCZ_PGC3_2020,tabula_muris,Fat.myeloid_cell,-0.3344493972682406,0.08748576595629062,0.9999337615411308
SCZ_PGC3_2020,tabula_muris,Liver.Kupffer_cell,-0.4475898022818645,0.1164041412161652,0.9999394837064643
SCZ_PGC3_2020,tabula_muris,Marrow.immature_NK_T_cell,-0.4892515713332544,0.1269141635151304,0.9999418651018204
SCZ_PGC3_2020,tabula_muris,Limb_Muscle.macrophage,-0.4542055248372964,0.11598975628173325,0.9999547490889068
SCZ_PGC3_2020,tabula_muris,Trachea.mesenchymal_cell,-0.26296865711122364,0.06667432594594137,0.9999597457405356
SCZ_PGC3_2020,tabula_muris,Marrow.immature_T_cell,-0.4620342272103134,0.11416229380407562,0.9999739368051292
SCZ_PGC3_2020,tabula_muris,Trachea.epithelial_cell,-0.34656981711775736,0.08095623727209972,0.9999906317118014
SCZ_PGC3_2020,tabula_muris,Heart.erythrocyte,-0.38236191734156144,0.07889147794667056,0.9999993653764879
SCZ_PGC3_2020,tabula_muris,Limb_Muscle.mesenchymal_stem_cell,-0.3746955341807052,0.07692363701612633,0.9999994386161214
SCZ_PGC3_2020,tabula_muris,Heart.professional_antigen_presenting_cell,-0.4453309971534353,0.08823644860468717,0.9999997727329416
SCZ_PGC3_2020,PsychENCODE_DER-22,Ex3e,0.4187172861460394,0.07546865974051879,1.4727616551297662e-08
SCZ_PGC3_2020,PsychENCODE_DER-22,Ex1,0.2450122718499361,0.06414486093725873,6.714360707505456e-05
SCZ_PGC3_2020,PsychENCODE_DER-22,Ex9,0.2622683236534891,0.07518430171692737,0.00024386633061716093
SCZ_PGC3_2020,PsychENCODE_DER-22,Ex5b,0.16701776650997036,0.07194589741403662,0.010139809804929092
SCZ_PGC3_2020,PsychENCODE_DER-22,Ex2,0.12303651255970273,0.07338812948403063,0.04683111647766599
SCZ_PGC3_2020,PsychENCODE_DER-22,Ex4,0.0835844717695083,0.08210013160295462,0.15433007977447386
SCZ_PGC3_2020,PsychENCODE_DER-22,In6b,0.013675079427248256,0.07554762665126596,0.4281802988872043
SCZ_PGC3_2020,PsychENCODE_DER-22,In1b,0.0187909838977978,0.11519817648477065,0.4352138052850484
SCZ_PGC3_2020,PsychENCODE_DER-22,Ex8,-0.02171757064935979,0.09240087889474613,0.5929078039964474
SCZ_PGC3_2020,PsychENCODE_DER-22,In4b,-0.023288604947262925,0.09010657487526176,0.6019704200147175
SCZ_PGC3_2020,PsychENCODE_DER-22,In1c,-0.038154777484548714,0.09672523645411768,0.6533779133225273
SCZ_PGC3_2020,PsychENCODE_DER-22,In4a,-0.04786762166610575,0.12060411162082943,0.6542754918753706
SCZ_PGC3_2020,PsychENCODE_DER-22,In7,-0.0510803266627398,0.10581680614213997,0.6853498894629447
SCZ_PGC3_2020,PsychENCODE_DER-22,In6a,-0.06765305207339534,0.10580838349684216,0.7387101197256387
SCZ_PGC3_2020,PsychENCODE_DER-22,In1a,-0.08349898259832295,0.115048958558208,0.7660029312884369
SCZ_PGC3_2020,PsychENCODE_DER-22,In3,-0.0810544904392654,0.09718059884351346,0.7978684221990099
SCZ_PGC3_2020,PsychENCODE_DER-22,Ex6b,-0.08379134744240191,0.08012211098234515,0.8521619964634094
SCZ_PGC3_2020,PsychENCODE_DER-22,In8,-0.16325144326210564,0.09650962552031807,0.954621996915568
SCZ_PGC3_2020,PsychENCODE_DER-22,Ex6a,-0.17134314579574011,0.09303433820440138,0.9672298545546704
SCZ_PGC3_2020,PsychENCODE_DER-22,Oligo,-0.15405904994703856,0.08259882337639209,0.9689077766806898
SCZ_PGC3_2020,PsychENCODE_DER-22,OPC,-0.26201025380313936,0.0829209164026662,0.999208591474329
SCZ_PGC3_2020,PsychENCODE_DER-22,Astro,-0.2390125918758071,0.06517372847806029,0.9998769273087952
SCZ_PGC3_2020,PsychENCODE_DER-22,Per,-0.5155414575348052,0.11438529248830298,0.9999966830385392
SCZ_PGC3_2020,PsychENCODE_DER-22,Microglia,-0.5408715252596783,0.09565971874716067,0.9999999919931056
SCZ_PGC3_2020,PsychENCODE_DER-22,Endo,-0.44351663074173775,0.06262419710376847,0.999999999999252
SCZ_PGC3_2020,GSE67835_Human_Cortex,fetal_quiescent,0.6723142953773737,0.1600042773979727,1.3623648148592677e-05
SCZ_PGC3_2020,GSE67835_Human_Cortex,neurons,0.4047749499388594,0.1574691999346451,0.005101500165176813
SCZ_PGC3_2020,GSE67835_Human_Cortex,hybrid,0.2680552907910965,0.22968713405251784,0.12164247654153468
SCZ_PGC3_2020,GSE67835_Human_Cortex,fetal_replicating,0.2370102147171964,0.2154160170662152,0.13565707426471593
SCZ_PGC3_2020,GSE67835_Human_Cortex,oligodendrocytes,-0.007180636759608339,0.1554589571077412,0.5184190224126635
SCZ_PGC3_2020,GSE67835_Human_Cortex,astrocytes,-0.27112287956753695,0.1529675746667102,0.9617868158091244
SCZ_PGC3_2020,GSE67835_Human_Cortex,OPC,-0.7868564766366906,0.24509903493331436,0.9993301525155794
SCZ_PGC3_2020,GSE67835_Human_Cortex,microglia,-0.6990888718242755,0.14796131215754402,0.9999987952939552
SCZ_PGC3_2020,GSE67835_Human_Cortex,endothelial,-0.7031637421701585,0.1395085716408802,0.999999753780038
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L2_LAMP5_LTK,0.35560894882518057,0.10347696389577236,0.00029540504262815984
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L3-5_RORB_ESR1,0.21113178241604647,0.11261828935706487,0.030423779193306293
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L3-5_RORB_FILIP1L,0.2305986123605821,0.14114500444194966,0.051164942688468905
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L3-5_RORB_TWIST2,0.14900586319959952,0.1378941847613928,0.13995121934156535
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L5-6_THEMIS_CRABP1,0.10591688401894206,0.1104872230167345,0.16887985057302635
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L2-6_VIP_QPCT,0.10133881958865006,0.11934404421965875,0.19791139232983507
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-2_GAD1_MC4R,0.08709553924437573,0.11952092967592255,0.2330971810420467
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L2-5_VIP_TYR,0.09006829903078062,0.12401611441507993,0.2338450116139759
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L6_FEZF2_SCUBE1,0.07165235727216636,0.12113102952997695,0.2770883275517889
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L4-6_RORB_C1R,0.07287403085365815,0.12652913281313913,0.282330341444884
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-2_LAMP5_DBP,0.08331091833878887,0.14974994154729787,0.2889959591902569
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-4_LAMP5_LCP2,0.056292013934906314,0.10630869214542478,0.2982285115998511
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L5-6_SST_TH,0.054415291375568185,0.12942830079007867,0.337089672276408
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L3-5_RORB_COL22A1,0.043606715807925175,0.10822496359527144,0.3435042520332705
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-2_VIP_LBH,0.035996598872826274,0.13330180800256544,0.39356740926971534
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L2-3_LINC00507_FREM3,0.02780455955113444,0.10479302990570807,0.3953802638828629
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L2-4_LINC00507_GLP2R,0.02911332342272328,0.13538125066609402,0.414866959318692
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L5-6_THEMIS_C1QL3,0.021482320321922814,0.10469981240145956,0.4187172210359385
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L2-4_PVALB_WFDC2,0.018933538286824245,0.10652369855840292,0.429464837182198
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1_SST_NMBR,0.0183738718303582,0.11017160957634692,0.4337747677583158
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L5-6_SST_NPM1P10,0.012518718423238748,0.1415798793203077,0.4647714450820697
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-2_VIP_TSPAN12,0.004641120078667044,0.13187470069829862,0.4859630154353428
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-2_PAX6_CDH12,-0.0038482324740181095,0.13077138009303976,0.5117378367903053
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L3-5_SST_ADGRG6,-0.012754863869844495,0.139176745553306,0.5365093141688972
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L5-6_THEMIS_FGF10,-0.012281948172388,0.13179909742284582,0.5371217757464632
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L4-6_RORB_SEMA3E,-0.021966903206892832,0.12738362609606585,0.5684556014335462
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L4-5_SST_STK32A,-0.02643097268689497,0.12918821647300005,0.5810533235509536
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L4-5_RORB_DAPK2,-0.031470423416333014,0.12668451625731847,0.5980917497887792
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L3-6_VIP_HS3ST3A1,-0.035433785814459766,0.11865595924223712,0.6173851276033643
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L2-6_LAMP5_CA1,-0.03682336958358682,0.10578443608449196,0.6361141046443229
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-4_VIP_PENK,-0.07719403774632827,0.14685846742992772,0.7004250432355862
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-2_VIP_PCDH20,-0.06789239436480123,0.12296952147701645,0.709558150953991
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L4-6_SST_B3GAT2,-0.0683188232795649,0.11931491240370333,0.7165349885374457
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-2_SST_BAGE2,-0.07775159929401322,0.13479680307696496,0.7179599980268048
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-3_VIP_ADAMTSL1,-0.09634429175700122,0.13894954630243486,0.7559573482412858
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L5-6_SST_KLHDC8A,-0.0925922223763635,0.12928326030417422,0.7630589041640391
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L3-4_RORB_CARM1P1,-0.08417125773535282,0.10956585912989188,0.7788166986377625
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L4-6_FEZF2_IL26,-0.07937953552603433,0.0977350408158908,0.7916519788786435
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L2-4_SST_FRZB,-0.10888050110000387,0.13377485378549558,0.7921442765413038
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L5-6_SLC17A7_IL15,-0.10944937036454222,0.12962557152668874,0.8007557553006552
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L3-6_SST_NPY,-0.1156419220513303,0.13397360899845134,0.8059702952690757
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1_SST_CHRNA4,-0.11618661722552548,0.13451246413023196,0.8061328475398462
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L2-4_VIP_CBLN1,-0.12089760043412574,0.1396207266607805,0.8067199560564176
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L4-6_SST_GXYLT2,-0.14638213741810072,0.1487653013540158,0.8374287464047163
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L2-5_VIP_SERPINF1,-0.13295361833338634,0.13043858606362047,0.845956308988689
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L4-5_PVALB_MEPE,-0.19487371242713375,0.14583894893925148,0.9092511222805648
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-3_VIP_CCDC184,-0.16387927692634235,0.12129934824588272,0.911646240909628
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L3-6_SST_HPGD,-0.18610748701457305,0.13454899868211112,0.9166861910620744
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L5-6_THEMIS_DCSTAMP,-0.1858528176166223,0.13432413454838588,0.9167504822239164
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L2-5_PVALB_SCUBE3,-0.2024500541807743,0.1382865811321027,0.9283900914594356
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-4_VIP_CHRNA6,-0.20276211718252485,0.13814005895176987,0.9289093992884696
