gwas,specificity_id,annotation,beta,beta_se,pvalue
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L4-5_SST_STK32A,7.163276573839999e-09,1.04740320784e-08,0.247016563387
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L2-4_SST_FRZB,7.4476975739299996e-09,1.1003751579799999e-08,0.249256092106
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L5-6_FEZF2_ABO,6.40129629221e-09,9.58041497613e-09,0.252014193078
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L5-6_SST_NPM1P10,8.44674792294e-09,1.3109549525200001e-08,0.259683901034
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-2_SST_BAGE2,6.999604233239999e-09,1.1256444453399999e-08,0.267026554811
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1_SST_CHRNA4,7.015008642829999e-09,1.13556909684e-08,0.268369186862
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L2-5_VIP_SERPINF1,6.91384440424e-09,1.13666574336e-08,0.27150865031
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L5-6_SST_KLHDC8A,6.6123395136000005e-09,1.0970586165700001e-08,0.27334300456599997
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-2_PAX6_TNFAIP8L3,6.5519886071199995e-09,1.2143061071200001e-08,0.294748022376
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-2_VIP_LBH,6.28857243664e-09,1.1820077935700001e-08,0.297354472947
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L2-3_VIP_CASC6,5.188827255650001e-09,1.2929740832299999e-08,0.34409615136699995
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-3_PAX6_SYT6,4.96250082857e-09,1.32901609532e-08,0.354426647189
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L6_FEZF2_OR2T8,4.95682901129e-09,1.4034800178999999e-08,0.36197626203199995
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L3-6_SST_NPY,4.45933850599e-09,1.3325781153399999e-08,0.36894835906499995
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-2_VIP_PCDH20,3.96146384155e-09,1.2498232489299999e-08,0.37563624621299996
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L4-6_SST_GXYLT2,3.1029056602899997e-09,1.2753083645299999e-08,0.403884060187
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L3-6_SST_HPGD,2.49504115244e-09,1.07780380087e-08,0.408465882662
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L3-6_VIP_HS3ST3A1,2.32145193126e-09,1.06967076761e-08,0.414094469346
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L5-6_SST_MIR548F2,1.8443693831500002e-09,1.00544864399e-08,0.42722739560500006
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L4-6_FEZF2_IL26,1.3112249946900002e-09,8.07865125274e-09,0.43553188822300004
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-3_VIP_CHRM2,4.5512122173100006e-11,9.43556526738e-09,0.49807572319300003
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-3_VIP_CCDC184,-1.0272623271299999e-10,1.02235042501e-08,0.5040085226100001
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L4-5_PVALB_MEPE,-1.30336702766e-09,1.26611691268e-08,0.540995528161
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-3_SST_CALB1,-1.7190235678500001e-09,1.0147388853799999e-08,0.56726115448
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L5-6_GAD1_GLP1R,-2.5007856315699997e-09,1.22691766768e-08,0.5807555312179999
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-3_VIP_GGH,-1.93894757759e-09,9.257619365549999e-09,0.582948954892
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L2-5_PVALB_SCUBE3,-2.92592331358e-09,1.14252905892e-08,0.601060025956
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-4_VIP_OPRM1,-4.12018975816e-09,1.1084681178799998e-08,0.644942349804
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-3_VIP_ADAMTSL1,-5.67468451757e-09,1.1198135156200001e-08,0.6938358036669999
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L4-6_PVALB_SULF1,-6.9470972948500005e-09,1.0436886102e-08,0.747175966388
SCZ_PGC3_2020,Allen_human_MTG,Glutamatergic.Exc_L4-5_FEZF2_SCN4B,-7.32726393149e-09,1.0906356960600001e-08,0.749155382727
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L5-6_PVALB_LGR5,-9.689995462809999e-09,1.15907164706e-08,0.7984263462540001
SCZ_PGC3_2020,Allen_human_MTG,GABAergic.Inh_L1-4_VIP_PENK,-1.44917628317e-08,1.1760857069499999e-08,0.8910633600810001
SCZ_PGC3_2020,Allen_human_MTG,Non-neuronal.OPC_L1-6_PDGFRA,-1.40972950456e-08,7.95069971609e-09,0.961892986825
SCZ_PGC3_2020,Allen_human_MTG,Non-neuronal.Oligo_L1-6_OPALIN,-1.71825910023e-08,7.84798804375e-09,0.985717063126
SCZ_PGC3_2020,Allen_human_MTG,Non-neuronal.Astro_L1-6_FGFR3_SLC14A1,-2.2865363754900002e-08,7.343302425550001e-09,0.999076436727
SCZ_PGC3_2020,Allen_human_MTG,Non-neuronal.Astro_L1-2_FGFR3_GFAP,-2.81521129353e-08,7.97317656962e-09,0.9997928889129999
SCZ_PGC3_2020,Allen_human_MTG,Non-neuronal.Micro_L1-3_TYROBP,-3.1169263377900004e-08,6.785825795280001e-09,0.999997818436
SCZ_PGC3_2020,Allen_human_MTG,Non-neuronal.Endo_L2-6_NOSTRIN,-4.1224694672e-08,8.939774445290002e-09,0.999997999975
SCZ_PGC3_2020,mousebrain,TEGLU24,4.64880765996e-08,6.34529346691e-09,1.18220045915e-13
SCZ_PGC3_2020,mousebrain,TEGLU20,5.6655701559899997e-08,8.03030708682e-09,8.61547923952e-13
SCZ_PGC3_2020,mousebrain,TEGLU13,5.1783218708e-08,7.362576799189999e-09,1.0085179573600001e-12
SCZ_PGC3_2020,mousebrain,TEGLU11,4.55958238398e-08,6.65108575093e-09,3.55577267814e-12
SCZ_PGC3_2020,mousebrain,TEGLU4,4.92796995366e-08,7.305562849070001e-09,7.62486463584e-12
SCZ_PGC3_2020,mousebrain,TEGLU10,5.1892643053e-08,7.91456825355e-09,2.75245583476e-11
SCZ_PGC3_2020,mousebrain,TEGLU18,4.2740877168e-08,6.590144942e-09,4.419710114899999e-11
SCZ_PGC3_2020,mousebrain,TEGLU3,4.57397973833e-08,7.0665231971e-09,4.81193862212e-11
SCZ_PGC3_2020,mousebrain,TEGLU2,4.86564688699e-08,7.51932279434e-09,4.87240412892e-11
SCZ_PGC3_2020,mousebrain,TEGLU21,5.74415726553e-08,8.96822887684e-09,7.51810255317e-11
SCZ_PGC3_2020,mousebrain,TEGLU19,5.40393589837e-08,8.750991798459999e-09,3.30342818917e-10
SCZ_PGC3_2020,mousebrain,TEGLU9,4.82717984675e-08,8.14564499956e-09,1.55119420275e-09
SCZ_PGC3_2020,mousebrain,TEGLU8,4.01533050659e-08,6.8293537265e-09,2.05731991927e-09
SCZ_PGC3_2020,mousebrain,TEGLU17,4.04116693327e-08,6.893962379809999e-09,2.2881004077e-09
SCZ_PGC3_2020,mousebrain,TEGLU7,3.93155135372e-08,7.025816651029999e-09,1.09762954434e-08
SCZ_PGC3_2020,mousebrain,TEINH19,3.53161993309e-08,6.61765647575e-09,4.73365056333e-08
SCZ_PGC3_2020,mousebrain,DEGLU1,3.38287783696e-08,6.41726329337e-09,6.76465950301e-08
SCZ_PGC3_2020,mousebrain,HBINH5,3.87741933328e-08,7.4158928235e-09,8.54330992447e-08
SCZ_PGC3_2020,mousebrain,MEGLU6,4.37194467702e-08,8.42588508368e-09,1.05879784625e-07
SCZ_PGC3_2020,mousebrain,TEGLU12,3.7032904232e-08,7.1782994703999996e-09,1.24130867096e-07
SCZ_PGC3_2020,mousebrain,TEGLU23,3.64881170439e-08,7.13521353475e-09,1.57863555631e-07
SCZ_PGC3_2020,mousebrain,TEINH18,3.4453914905e-08,6.765496479549999e-09,1.7660038655e-07
SCZ_PGC3_2020,mousebrain,TEINH13,4.19908850904e-08,8.263291645229999e-09,1.8711748281900002e-07
SCZ_PGC3_2020,mousebrain,HBGLU7,3.6434218760900004e-08,7.22043200923e-09,2.2559096614899998e-07
SCZ_PGC3_2020,mousebrain,DEGLU4,3.5314988485e-08,7.001772959720001e-09,2.28282582687e-07
SCZ_PGC3_2020,mousebrain,TEGLU22,3.34573522758e-08,6.67660830884e-09,2.70556696405e-07
SCZ_PGC3_2020,mousebrain,HBGLU9,3.7907152801e-08,7.57189801569e-09,2.77438937355e-07
SCZ_PGC3_2020,mousebrain,HBGLU6,3.7203155637199995e-08,7.57665801279e-09,4.5484137139799994e-07
SCZ_PGC3_2020,mousebrain,DEGLU2,3.70675749633e-08,7.57444921073e-09,4.94624603839e-07
SCZ_PGC3_2020,mousebrain,TEGLU5,3.92569178626e-08,8.0643169389e-09,5.63729240522e-07
SCZ_PGC3_2020,mousebrain,TEGLU16,3.5661123163199996e-08,7.45504560214e-09,8.61394764314e-07
SCZ_PGC3_2020,mousebrain,MSN2,3.3101648329799995e-08,6.93372285829e-09,9.02976056934e-07
SCZ_PGC3_2020,mousebrain,TEINH1,3.7020114883e-08,7.76199724751e-09,9.238504851309999e-07
SCZ_PGC3_2020,mousebrain,TEGLU1,4.0721979360699996e-08,8.54985486357e-09,9.542209211280001e-07
SCZ_PGC3_2020,mousebrain,MSN1,2.9729347346900003e-08,6.4034241845200005e-09,1.7192066119e-06
SCZ_PGC3_2020,mousebrain,MSN3,3.22034877678e-08,7.066990083650001e-09,2.59584492717e-06
SCZ_PGC3_2020,mousebrain,TEINH15,3.1505183719599996e-08,6.96260669095e-09,3.02102968484e-06
SCZ_PGC3_2020,mousebrain,TEGLU6,3.24984462044e-08,7.20077830998e-09,3.19306029748e-06
SCZ_PGC3_2020,mousebrain,TEINH11,3.3891797571599996e-08,7.54408633204e-09,3.5196184406900004e-06
SCZ_PGC3_2020,mousebrain,TEINH17,2.98789809837e-08,6.6631654356700005e-09,3.6593622345199995e-06
SCZ_PGC3_2020,mousebrain,TEINH12,3.5467278559900006e-08,7.9100949713e-09,3.66628105566e-06
SCZ_PGC3_2020,mousebrain,MEINH2,3.77426944793e-08,8.44709781484e-09,3.945397573869999e-06
SCZ_PGC3_2020,mousebrain,TEGLU15,3.0745331199599997e-08,6.9103357933899996e-09,4.30992783156e-06
SCZ_PGC3_2020,mousebrain,HBCHO4,3.47132589319e-08,8.00119723851e-09,7.172660332060001e-06
SCZ_PGC3_2020,mousebrain,TEINH20,4.05241402241e-08,9.372866162299999e-09,7.676601298689999e-06
SCZ_PGC3_2020,mousebrain,DEGLU3,2.8713892547000004e-08,6.67302005295e-09,8.42568524155e-06
SCZ_PGC3_2020,mousebrain,TEGLU14,3.6455599796499994e-08,8.89930297164e-09,2.09761921767e-05
SCZ_PGC3_2020,mousebrain,TEINH2,2.89751740869e-08,7.170862597059999e-09,2.66480139682e-05
SCZ_PGC3_2020,mousebrain,DEINH3,3.2272382641e-08,8.04850810455e-09,3.03934967811e-05
SCZ_PGC3_2020,mousebrain,DEGLU5,3.35157802279e-08,8.506300341600002e-09,4.0721704945e-05
SCZ_PGC3_2020,mousebrain,TEINH14,2.9868716259400005e-08,7.590380960009999e-09,4.15854076571e-05
SCZ_PGC3_2020,mousebrain,HBSER2,2.83778689143e-08,7.25202184339e-09,4.55598514011e-05
SCZ_PGC3_2020,mousebrain,HBGLU2,2.7442795391400002e-08,7.2419580109500005e-09,7.55007693381e-05
SCZ_PGC3_2020,mousebrain,DEINH1,3.2064612881700006e-08,8.51137277028e-09,8.25222630569e-05
SCZ_PGC3_2020,mousebrain,TEINH16,2.4572871568000002e-08,6.5834784058499996e-09,9.47921516526e-05
SCZ_PGC3_2020,mousebrain,MEINH11,3.04066328902e-08,8.17848885254e-09,0.00010045117957100001
SCZ_PGC3_2020,mousebrain,TEINH4,2.89643086861e-08,7.8871802956e-09,0.00012017571797799999
SCZ_PGC3_2020,mousebrain,HBINH4,3.2532668293199996e-08,8.87420679406e-09,0.00012319639216199998
SCZ_PGC3_2020,mousebrain,MSN4,2.32518048402e-08,6.403788443029999e-09,0.00014119257801899999
SCZ_PGC3_2020,mousebrain,MSN5,2.85746082037e-08,7.9382115584e-09,0.00015933640040600002
SCZ_PGC3_2020,mousebrain,HBGLU5,3.18588981153e-08,8.939017063249999e-09,0.00018260418614099997
SCZ_PGC3_2020,mousebrain,TEINH5,2.65055947104e-08,7.50919888015e-09,0.00020797626003099998
SCZ_PGC3_2020,mousebrain,SCINH5,3.02543234694e-08,8.65969177825e-09,0.000238192300966
SCZ_PGC3_2020,mousebrain,HBCHO2,3.21479899481e-08,9.30206321682e-09,0.000274121158671
SCZ_PGC3_2020,mousebrain,HBINH8,3.26344706173e-08,9.54456414199e-09,0.000314064378743
SCZ_PGC3_2020,mousebrain,TEINH6,3.37109548806e-08,1.01008920824e-08,0.000422794938941
SCZ_PGC3_2020,mousebrain,HBGLU8,3.34415511133e-08,1.002579008e-08,0.0004256500920859999
SCZ_PGC3_2020,mousebrain,DEINH2,2.96786953545e-08,8.92487053974e-09,0.000441471098055
SCZ_PGC3_2020,mousebrain,DGGRC1,2.17640460307e-08,6.813309109819999e-09,0.000700747545854
SCZ_PGC3_2020,mousebrain,TEINH8,3.4117413821499996e-08,1.07200255309e-08,0.0007298282976889999
SCZ_PGC3_2020,mousebrain,MEGLU7,2.68396123702e-08,8.49567676661e-09,0.0007909919453219999
SCZ_PGC3_2020,mousebrain,CBINH2,3.0472229934500005e-08,9.78123543436e-09,0.000918551639293
SCZ_PGC3_2020,mousebrain,HBINH7,3.02997964997e-08,9.82197444989e-09,0.00101810736101
SCZ_PGC3_2020,mousebrain,MEGLU8,2.3682496258099998e-08,7.694286108509999e-09,0.00104220926189
SCZ_PGC3_2020,mousebrain,HBSER4,2.25757534691e-08,7.522457207250001e-09,0.0013449681196199999
SCZ_PGC3_2020,mousebrain,HBINH9,2.5200210164200002e-08,8.45395772052e-09,0.00143711992708
SCZ_PGC3_2020,mousebrain,MEGLU1,2.30408310159e-08,7.791923223370001e-09,0.00155316686235
SCZ_PGC3_2020,mousebrain,HBCHO1,2.51352501092e-08,8.59830303593e-09,0.001731822648
SCZ_PGC3_2020,mousebrain,OBINH1,2.4697299829299997e-08,8.47558774375e-09,0.0017845291067700002
SCZ_PGC3_2020,mousebrain,MEINH3,2.28343803657e-08,7.88903602942e-09,0.0018991476249000001
SCZ_PGC3_2020,mousebrain,DEINH5,2.44058640978e-08,8.535847702060001e-09,0.0021234225855999997
SCZ_PGC3_2020,mousebrain,MEGLU4,2.12219936873e-08,7.452697610420001e-09,0.00220279864413
SCZ_PGC3_2020,mousebrain,MEINH4,2.57379911584e-08,9.08753366287e-09,0.00231122477251
SCZ_PGC3_2020,mousebrain,MBCHO1,2.17552758847e-08,7.82142310043e-09,0.0027054298212300003
SCZ_PGC3_2020,mousebrain,TEINH9,2.63908557812e-08,9.49843936966e-09,0.00273101945519
SCZ_PGC3_2020,mousebrain,DGGRC2,1.84367024771e-08,6.66307311018e-09,0.00282876486853
SCZ_PGC3_2020,mousebrain,HBINH2,2.47470606725e-08,9.03834310619e-09,0.0030906234756900002
SCZ_PGC3_2020,mousebrain,HBCHO3,2.14641002854e-08,7.857612027399999e-09,0.0031510795725799997
SCZ_PGC3_2020,mousebrain,HBGLU3,2.14937849672e-08,7.94107666736e-09,0.0033982035460300005
SCZ_PGC3_2020,mousebrain,CBNBL1,2.39687073648e-08,9.07054899361e-09,0.00411511578019
SCZ_PGC3_2020,mousebrain,HBSER5,2.0206927940400003e-08,7.65802084331e-09,0.004161697125320001
